id	label	alpha	text
1429	3	a	mwah ! 
1430	3	a	you would have done the same . you just didn't think of it first . 
1431	3	a	it's . . . that's . . . 
1432	3	a	okay . hello . jan . mr . o'malley . this is my lawyer , james p . albiny . 
1433	3	a	i believe you may recognize his face from the billboards . he specializes in free speech issues . 
1434	3	a	this guy does it all . 
1435	3	a	what ? 
1436	3	a	so i'm not in trouble ? 
1437	3	a	i am so used to being the bad boy . i am so used to fighting corporate that i forget that i am corporate . upper management . they hooked me up with an attorney . to protect me . you can't be too careful about what you say . mo' money , mo' problems . 
1438	3	a	okay . well , let's get you out of here , james . um . . . i think we're under an hour still , so . . . 
1439	3	a	i know . we'll talk about it later . thanks for coming in . 
1440	4	a	 oh my god ! 
1441	4	a	hello ! 
1442	4	a	i love my mom . okay . that's probably really the most obvious statement ever . 
1443	4	a	yeah . i'm in charge of this whole area . 
1444	4	a	this is where i used to keep my computer . 
1445	4	a	but then i moved it . 
1446	4	a	yeah , yeah , but i uh . . . i switched stuff around because i actually needed like more room for organization . so . . . 
1447	4	a	so this is like , um , an organization station . . . 
1448	4	a	hey ! 
1449	4	a	well , you know . . . actually , i kind of need to stall a bit . but , it's okay , because i am very used to killing time . 
1450	4	a	mom ! 
1451	4	a	no . 
1452	4	a	ten minutes . 
1453	4	a	then we can go to dinner . 
1454	3	a	no . no , no , no . that crosses the line . 
1455	3	a	not you . kevin . just unwarranted . hostile work environment , kevin . 
1456	3	a	no . you said it . he pointed . a point is not a say . look . kevin , we are a family here and phyllis is a valued member of that family . like a grandmother . 
1457	3	a	i don't know about that . 
1458	3	a	well , i have a late birthday and usually september's a cut-off point . you know what ? you just crossed the line . okay ? there's a line and you went over it . and you must be punished . so go to your corner . 
1459	3	a	yes , your corner . go . 
1460	3	a	mmmhmmm . 
1461	3	a	they didn't get to me . i got to them . i am still the same old michael scott . new and improved . you know what ? i love phyllis . you know what else ? i think she is gorgeous . i think she is incredibly , incredibly attractive person . c'mere , c'mere , c'mon ! come on ! come on . 
1462	3	a	oooh ! 
1463	3	a	i'm not worried . 
1464	3	a	you know what ? the only thing i'm worried about . . . is getting a boner . good work today , everybody . 
1465	3	a	times have changed a little . and even though we're still a family here at dunder-mifflin , families grow . and at some point , the daddy can't take a bath with the kids anymore . i am upper management . and it would be inappropriate for me to take a bath with pam . as much as i might want to . 
1466	4	a	he said what ? 
1467	3	a	i'm an early bird , and i'm a night owl . so i'm wise , and i have worms . oh , breakfast . 
1468	3	a	yummy , yummy . thank you , ryan . 
1469	3	a	um . the sausage , egg , and cheese biscuit . but thank you . and why don't you take a couple hours . the office is yours . 'home alone , ' 'risky business . ' take your pants off , run around . whatever you gotta do . 
1470	3	a	ok . healthier . gotta watch those carbs . 
1471	3	a	today , i , michael scott , am becoming a homeowner . investing in real estate . 
1472	1	a	diversifying . smart . 
1473	3	a	yes it is . yes it is . it is very important to own property . back in olden days , they would not even let you vote unless you owned property and they'd throw you in the stocks and humiliate you . 
1474	1	a	and it worked . they should bring the stocks back . people'd obey the law , there'd be less troublemakers . 
1475	3	a	maybe . 
1476	4	a	every so often , jim dies of boredom . i think today it was the expense reports that did him in . and our deal is that , it's up to me to revive him . 
1477	4	a	you see dwight's coffee mug ? 
1478	2	a	mm-hmm . 
1479	4	a	sometimes when he's not here , i try to throw stuff in it . 
1480	2	a	no way . let's do this oh . 
1481	4	a	here . 
1482	2	a	wind . 
1483	4	a	try paperclips . oh wait . this message . for dwight . 
1484	2	a	perfect . 
1485	4	a	oh . 
1486	2	a	oh . 
1487	1	a	you should go . 
1488	3	a	yes . yes . final walkthrough . 
1489	1	a	uh huh . 
1490	3	a	sign the papers at the condo . 
1491	1	a	you have your lawyer there ? 
1492	3	a	uh , i don't need one . 
1493	1	a	can i be your representative ? 
1494	3	a	i don't need a representative . 
1495	1	a	i think i should be there . 
1496	3	a	no , no . 
1497	1	a	i'm good . i can make sure things are up to code . 
1498	3	a	no . dwight . i'm fine . 
1499	1	a	please , i'm always the guy you rely on at work . 
1500	3	a	well , this isn't about work . this is closing on a condo , it's completely personal . 
1501	1	a	so you're taking a personal day ? 
1502	3	a	except that , this is about my living arrangement , and as boss , i need to have a living arrangement in order to do work . 
1503	1	a	please , i'll make you proud . 
1504	3	a	ok . fine . yes , you can come . 
1505	1	a	yes ! as your representative ? 
1506	3	a	as my associate . 
1507	1	a	same thing . 
1508	3	a	no it is not . 
1509	3	a	oh , most honorable pamera . not offensive , because that's the way they talk in movies . 
1510	4	a	you headed out ? 
1511	3	a	we are . dwight and i are going to the big thing . so why don't you have everybody work on their expense reports and i'd like them in by the end of the day . 
1512	4	a	ok . 
1513	3	a	very good . 
1514	4	a	have a great time . 
1515	3	a	we will . um , did you do the thing i asked you to do about the magazines ? 
1516	4	a	yeah , i changed them to your new address . 
1517	3	a	good . the small business man ? 
1518	4	a	yup . 
1519	3	a	maxim ? american way ? cracked ? 
1520	4	a	yes , i changed your cracked magazine subscription . 
1521	3	a	how about , uh , fine arts ? aficionado monthly ? 
1522	3	a	no , well can you get on that , because i don't just read cracked . thank you . 
1523	4	a	yeah . 
1524	3	a	ok . see you soon . 
1525	1	a	what kind of shocks you got on this baby ? 
1526	3	a	i don't know , regular . normal ones . nothing fancy . not my style . what are you doing ? 
1527	1	a	 i want to put the top down . 
1528	3	a	what ? no , dwight . it's fifty degrees outside . don't . . . please . . . 
1529	1	a	but then no one can see us . 
1530	3	a	i . . . just . . . would you put it up ? ok . fine . just leave it down . whiner . 
1531	1	a	check it out . terminator . 
1532	3	a	i do not understand what you spend your money on . 
1533	2	a	hey , oscar , on these new expense reports , do we really have to go back to last quarter ? 
1534	2	a	 what does 2005 season mean ? 
1535	2	a	wait a minute , what is this ? 
1536	2	a	what ? 
1537	2	a	really ? 
1538	2	a	oh my god ! wait , this goes back two years . 
1539	2	a	 oh ! 
1540	2	a	yes ! so close . i really love the paper triangle flicking and hitting things game . yeah . 
1541	2	a	why ? 
1542	2	a	hey , do you guys have any other games ? 
1543	3	a	home , sweet home . 
1544	1	a	which one's yours ? 
1545	3	a	right there . my sanctuary . my party pad . someday i can just see my grandkids learning how to walk out here . hang a swing from this tree . push them back . . . wait . . . no , it's this one , right here . home , sweet home . 
1546	2	a	 so that's what this sound is all day . 
1547	3	a	oh , how are you ? nice to meet you , bill . bill . mr . bill . ohhh nooo . mr . bill . ohhh ! snl ? when they pull him apart ? he'd always get rolled over by something . 
1548	3	a	nice to meet you too . 
1549	1	a	this is smaller than your old place . 
1550	3	a	yeah , small . i'm buying it and i'm not renting it . so , it's still an upgrade . he doesn't know anything about property ownership . kind of an idiot . um . 
1551	1	a	actually , i do own property . my grandfather left me a 60 acre working beet farm . i run it with my cousin , mose . we sell beets to local stores and restaurants . it's a nice little farm . sometimes teenagers use it for sex . 
1552	1	a	actually , no . we have a couple of questions , about the neighborhood . 
1553	3	a	oh . good . that's good . it's good to be accommodating of that . 
1554	1	a	let's go check out the master bedroom . 
1555	2	a	stanley . just played dunder ball with toby . what about you , you got any games ? 
1556	2	a	fair enough . 
1557	3	a	this , my friends , is the master bedroom . check out the cathedral ceilings . those are like seventeen feet high . we have cable readiness . right there . i am going to totally pimp this place out . i am going to put a surround sound system . i am going to put a plasma screen right against this wall . 
1558	1	a	oh . terrible idea . 
1559	3	a	i'm putting my bed right over here . 
1560	1	a	no , no , no , no , no . this is a shared wall . neighbor throws his wife into the wall , plasma screen hits the floor . totally smashed . 
1561	3	a	well , then i will get a warrantee . 
1562	1	a	warrantees don't cover it , plus they're a rip-off . 
1563	3	a	well then i won't get a warrantee . 
1564	1	a	shh shh . 
1565	3	a	so that's the problem , is solved . what ? 
1566	1	a	listen . can you hear that ? oh man . these babies are thin . 
1567	2	a	 this scented candle . . . andle . . . andle . which i found in the men's bathroom . . . room . . . room . represents the eternal burning of competition . or something . 
1568	2	a	yes it does . yes it does my friend . ok , we will be competing for gold , silver and bronze yogurt lids . 
1569	4	a	now the bronze are really blue , and they're also the back side of the gold , so no flipping . k ? honor system . 
1570	2	a	let the games begin . 
1571	1	a	what kind of mortgage did you get ? 
1572	3	a	uh . . . ten year . 
1573	3	a	what ? wha ? you said ten . 
1574	1	a	ho , thirty years . 
1575	3	a	ok , ok , ok . 
1576	1	a	wow , you'll be paying this off in your mid-seventies . 
1577	3	a	alright . 
1578	1	a	forget about retiring when you're 65 . hey , i've got an idea . you know that extra bedroom ? if the whole girlfriend thing never happens , that's where the nurse can live . 
1579	3	a	ok . alright . oh boy . 
1580	1	a	well , this is it . 
1581	3	a	um . oh . oh , ok . is that suppose to come off ? 
1582	1	a	hey , look ! cool . carpenter ants . 
1583	3	a	um . i'm going to take a little breather for a second . excuse me . 
1584	1	a	we'll be here waiting for you . 
1585	3	a	oh , man . 
1586	1	a	a thirty year mortgage at michael's age essentially means that he's buying a coffin . if i were buying my coffin , i would get one with thicker walls so you couldn't hear the other dead people . 
1587	3	a	uh . 
1588	2	a	you have what is the national sport of icelandic paper companies . and i'm blanking on the name , can you help me out pam ? 
1589	4	a	jim , they refer to it as flonkerton . 
1590	2	a	hum . 
1591	4	a	in english , box of paper snowshoe racing . 
1592	2	a	fair enough , but i like flonkerton . 
1593	4	a	the thing about jim , is when he's excited about something , like the office olympics , he gets really into it and he does a really great job . but the problem with jim is that he works here , so that hardly ever happens . 
1594	2	a	so , who will be challenging kevin in flonkerton ? anyone ? 
1595	2	a	yes ! phyllis ! phyllis , just put your foot right through here . right through the flonk . 
1596	3	a	the ceilings are lower than they were last week . that , i don't . . . i don't . . . 
1597	3	a	 . . . know if you showed me this same unit or not . 
1598	3	a	where are all the hot people ? i was told that there would be all these attractive singles . 
1599	3	a	as far as i can tell , i'm the best-looking person here . 
1600	3	a	there's a basic principle in real estate , that you should never be the best-looking person in the development . it's just sorta common sense , because if you are , then you've no place to go but down . 
1601	3	a	no , no , no . 
1602	3	a	i am not going to rent the third bedroom . i want a price reduction or i am a-walkin . 
1603	3	a	ehhhh . . . . 
1604	3	a	i made the right decision . i'm glad i signed . i'm a homeowner . right ? good to be a homeowner . diversifying . this is good . this is fun . we're having fun . 
1605	1	a	totally having fun . can you imagine those poor saps stuck at the office today ? 
1606	2	a	here we go . here we go . 
